input/case1_resources2.csv input/case3_countries.csv
25,8,233.92666666666668,0.08333333333333334,14,0.803261525917573,761
25,8,235.54666666666665,0.16666666666666669,9,0.8027690220936644,713
25,8,230.50666666666666,0.25,18,0.7888541303984388,653
25,6,190.86,0.3333333333333333,16,0.7939821679943067,579
25,6,177.28,0.41666666666666663,8,0.7977090483402367,592
12,18,587.4533333333334,0.039999999999999994,12,0.8035027832961494,1895
12,16,468.14666666666665,0.07999999999999999,8,0.8025724636690073,1334
12,16,503.85333333333335,0.12,10,0.8021514838751097,1583
12,16,496.7266666666667,0.16,11,0.8027598710226436,1526
12,14,411.82666666666665,0.2,6,0.8002267797805117,1141
6,34,969.1666666666666,0.019999999999999997,13,0.8035230254955192,3027
6,32,983.2266666666667,0.039999999999999994,8,0.803508895510319,2975
6,32,939.5266666666666,0.06,7,0.8034460443380842,2737
6,32,929.4266666666666,0.08,7,0.8026057481268872,2794
6,30,878.3133333333334,0.1,6,0.8025148859720005,2550
3,66,2061.3333333333335,0.009999999999999998,11,0.8035354144776413,6130
3,66,1988.7133333333334,0.019999999999999997,8,0.8035356332940135,6112
3,66,1899.38,0.03,8,0.8034835830069256,5567
3,64,1852.1933333333334,0.04,6,0.8034361701779895,5285
3,64,1859.4866666666667,0.05,6,0.8033340829457511,5537
1,200,5825.373333333333,0.003333333333333333,7,0.8035225496278426,17382
1,200,5760.986666666667,0.006666666666666666,8,0.8035332649010108,17561
1,198,5725.413333333333,0.01,6,0.803529538084955,16447
1,198,5781.04,0.013333333333333334,7,0.8035225496278426,18645
1,198,5697.9,0.016666666666666666,6,0.8035283242411284,16203
2.75,74,2150.02,0.009166666666666667,11,0.8035092735182854,6734
2.75,72,2270.62,0.018333333333333333,7,0.8035247936150596,7207
2.75,72,2078.306666666667,0.0275,6,0.8034867271576851,6066
2.75,72,2099.6066666666666,0.03666666666666667,7,0.8033114907619646,6401
2.75,70,2209.84,0.04583333333333334,7,0.8035247936150596,6808
2.25,90,2803.5133333333333,0.0075,12,0.8035355616856963,8737
2.25,88,2561.0733333333333,0.015,7,0.8035267919917621,7547
2.25,88,2554.92,0.0225,7,0.8035196530327156,7760
2.25,88,2565.9066666666668,0.03,7,0.8034969569112215,7494
2.25,86,2508.84,0.0375,6,0.8034451747910814,7047
1.75,114,3304.76,0.0058333333333333345,6,0.8035232843074009,9316
1.75,114,3233.1266666666666,0.011666666666666669,9,0.8035279729083493,9045
1.75,114,3291.68,0.0175,10,0.8035238679291123,9882
1.75,112,3513.7266666666665,0.023333333333333334,7,0.8035234350928235,10937
1.75,112,3274.6666666666665,0.029166666666666667,6,0.8035180336794914,8963
1.25,160,5000.8533333333335,0.0041666666666666675,12,0.8035306633040494,15207
1.25,160,4506.793333333333,0.008333333333333335,8,0.8035335578593268,12723
1.25,160,5110.5,0.0125,10,0.8035304726062891,16140
1.25,158,4588.173333333333,0.016666666666666666,6,0.80351765164077,13529
1.25,158,4611.893333333333,0.020833333333333332,6,0.8035080067438233,12428
1.2,166,5179.38,0.004,12,0.8035360345837055,14314
1.2,166,4678.26,0.008,7,0.8035355519903706,14750
1.2,166,4724.093333333333,0.012,7,0.8035146055807875,13951
1.2,164,5146.953333333333,0.016,8,0.8035130550058951,15429
1.2,164,5121.793333333333,0.02,7,0.8035301418935177,17629
1.0999999999999999,182,5711.826666666667,0.003666666666666666,15,0.8035363613999484,18045
1.0999999999999999,182,5593.346666666666,0.007333333333333332,12,0.8035357514199629,17513
1.0999999999999999,180,5104.526666666667,0.011,8,0.8035253304741485,15507
1.0999999999999999,180,5664.666666666667,0.014666666666666666,10,0.8035310192821578,17810
1.0999999999999999,180,5621.56,0.018333333333333333,8,0.8035295693435598,18188
